id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,application_type
1067419,1301804,10000,10000,10000, 36 months,13.49,339.31,C,C1,Samsung Information Systems America,2 years,RENT,45900,Verified,Dec-11,Fully Paid,n,small_business,Small Business Loan,951xx,CA,24.97,0,Oct-04,2,45,,10,0,8936,48.3,12,f,0,0,12174.48231,12174.48,10000,2174.48,0,0,0,Sep-14,1669.38,Jan-16,INDIVIDUAL
1067601,1301984,2500,2500,2500, 36 months,13.49,84.83,C,C1,Bartell Drugs,4 years,RENT,27200,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,zipcar,981xx,WA,6.44,0,Jul-08,0,,,6,0,3473,68.1,6,f,0,0,3050.276004,3050.28,2500,550.28,0,0,0,Jan-15,95.98,Dec-14,INDIVIDUAL
1067579,1301961,7325,7325,7325, 36 months,12.69,245.72,B,B5,Sensus Healthcare,1 year,RENT,42000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,330xx,FL,22.57,0,May-96,3,65,,12,0,7281,65,29,f,0,0,8844.700842,8844.7,7325,1519.7,0,0,0,Jan-15,249.25,Jan-15,INDIVIDUAL
1067563,1301944,4000,4000,4000, 36 months,12.42,133.67,B,B4,walgreens,5 years,RENT,135000,Verified,Dec-11,Fully Paid,n,credit_card,credit card consolidation,103xx,NY,12.12,0,Jan-04,3,,,11,0,29311,85.7,21,f,0,0,4337.11,4337.11,4000,337.11,0,0,0,Oct-12,3270.11,Nov-15,INDIVIDUAL
1067364,1301744,10000,10000,10000, 36 months,13.49,339.31,C,C1,Edgestone Real Estate,5 years,RENT,65000,Not Verified,Dec-11,Charged Off,n,small_business,Small Business Loan,927xx,CA,6.92,1,Dec-99,2,19,,12,0,14292,69.5,17,f,0,0,9270.84,9270.84,6799.56,2011.75,0,459.53,4.4878,Mar-14,339.31,Jul-14,INDIVIDUAL
1067152,1301933,7750,7750,7750, 36 months,17.27,277.36,D,D3,US Bank,< 1 year,RENT,24000,Not Verified,Dec-11,Charged Off,n,debt_consolidation,Payoff Loan,601xx,IL,16.1,0,Sep-04,1,41,,4,0,2348,67.1,7,f,0,0,6934,6934,4935.39,1986.7,0,11.91,0,Jan-14,277.36,Jan-16,INDIVIDUAL
1062471,1294536,20000,20000,20000, 60 months,20.89,539.84,F,F1,Independent Imaging,6 years,RENT,70000,Source Verified,Dec-11,Charged Off,n,debt_consolidation,Loan to pay off Credit cards,334xx,FL,16.63,0,Nov-02,1,,,10,0,10470,79.9,24,f,0,0,5425.96,5425.96,1318.27,3034.08,0,1073.61,10.48,Oct-12,591.09,Feb-13,INDIVIDUAL
1066842,1301036,9600,9600,9600, 36 months,12.42,320.79,B,B4,Express LLC,10+ years,RENT,65000,Verified,Dec-11,Fully Paid,n,debt_consolidation,GetoutofDebt,117xx,NY,11.65,0,Aug-02,0,,,6,0,11279,70.9,11,f,0,0,11337.71,11337.71,9600,1737.71,0,0,0,Jan-14,3643.9,Jan-16,INDIVIDUAL
1067126,1301506,21000,21000,21000, 60 months,11.71,464.07,B,B3,Calix,3 years,RENT,60000,Not Verified,Dec-11,Charged Off,n,debt_consolidation,Consolidate me 2011,931xx,CA,6.62,0,Dec-90,0,,,7,0,10543,79.9,11,f,0,0,3708.24,3708.24,2142.87,1565.37,0,0,0,Aug-12,464.07,Aug-12,INDIVIDUAL
1067326,1301703,14000,14000,14000, 36 months,10.65,456.03,B,B2,MetLife,3 years,RENT,30000,Source Verified,Dec-11,Fully Paid,n,credit_card,Credit Consolidation,063xx,CT,15.52,0,Sep-06,0,,,7,0,15542,65.6,14,f,0,0,15200.08,15200.08,14000,1200.08,0,0,0,Dec-12,10643.16,Dec-12,INDIVIDUAL
1066789,1300973,13350,13350,13350, 36 months,12.42,446.1,B,B4,Cajon Valley Union School District,10+ years,RENT,43000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,920xx,CA,20.57,0,May-99,0,,,7,0,11531,95.3,15,f,0,0,16058.39442,16058.39,13350,2708.39,0,0,0,Jan-15,449.39,Jan-16,INDIVIDUAL
1067324,1301699,15000,15000,15000, 36 months,16.77,533.08,D,D2,Schneider National Inc,10+ years,RENT,42000,Verified,Dec-11,Charged Off,n,debt_consolidation,Debt Consolidation Loan,543xx,WI,19.63,0,Aug-01,2,,,10,0,8238,74.9,38,f,0,0,13373.77,13373.77,8365.66,3923.4,0,1084.71,40.78310001,Apr-14,188.69,Apr-14,INDIVIDUAL
1067102,1301481,15000,15000,15000, 36 months,17.27,536.81,D,D3,Santa Clara County Public Defender,8 years,RENT,75000,Source Verified,Dec-11,Charged Off,n,debt_consolidation,debt consolidation,951xx,CA,16.03,0,Mar-91,0,48,,10,0,13505,75.9,17,f,0,0,10198.4,10198.4,6944.85,3238.39,0,15.16,5.64,Aug-13,536.81,Jan-16,INDIVIDUAL
1046969,1277832,11000,11000,10750, 60 months,13.49,253.06,C,C1,Department Of Health,10+ years,MORTGAGE,129000,Verified,Dec-11,Current,n,debt_consolidation,Breathing Room,927xx,CA,10.94,0,Nov-97,0,80,,10,0,1735,24.1,31,f,2841.5,2777.27,12119.38,11843.35,8158.5,3960.88,0,0,0,Dec-15,253.06,Jan-16,INDIVIDUAL
1067084,1301459,35000,35000,35000, 36 months,10.65,1140.07,B,B2,baylor college of medicine,2 years,MORTGAGE,168000,Verified,Dec-11,Fully Paid,n,debt_consolidation,pertsonal loan,775xx,TX,3.17,1,Dec-02,1,22,,16,0,1099,1.4,22,f,0,0,38059.76,38059.76,35000,3059.76,0,0,0,Oct-13,272.59,Sep-13,INDIVIDUAL
1067090,1301465,9000,9000,9000, 36 months,10.65,293.16,B,B2,,9 years,MORTGAGE,74000,Source Verified,Dec-11,Fully Paid,n,credit_card,Credit Card Refi,570xx,SD,8.89,0,Sep-98,0,,,7,0,7388,71.7,10,f,0,0,10552.7928,10552.79,9000,1552.79,0,0,0,Jan-15,6.65,Jan-16,INDIVIDUAL
1060875,1292842,22475,22475,22425, 60 months,15.27,537.87,C,C4,EDIT,7 years,MORTGAGE,52000,Verified,Dec-11,Current,n,debt_consolidation,Debt Consolidation,038xx,NH,15.23,0,Sep-89,1,,,7,0,18554,61.8,23,f,5962.67,5949.34,25796.01,25738.74,16512.33,9283.68,0,0,0,Dec-15,537.87,Jan-16,INDIVIDUAL
1067265,1301632,16000,16000,16000, 36 months,12.69,536.72,B,B5,Marsh,1 year,RENT,58500,Source Verified,Dec-11,Charged Off,n,debt_consolidation,Consolidation,606xx,IL,20.64,0,Sep-94,0,,,8,0,26224,89.3,10,f,0,0,12295.72,12295.72,9479.47,2778.95,26.83551087,10.47,1.779900003,May-14,528.58,Jan-16,INDIVIDUAL
1067287,1301658,13500,13500,13500, 36 months,12.69,452.86,B,B5,AAVMC,5 years,RENT,71000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,221xx,VA,11.97,0,Dec-98,2,,,4,0,6681,77.7,11,f,0,0,16301.54517,16301.55,13500,2801.55,0,0,0,Jan-15,456.95,Dec-14,INDIVIDUAL
1067066,1301436,24000,24000,24000, 36 months,12.69,805.08,B,B5,State of Washington,10+ years,RENT,75000,Verified,Dec-11,Fully Paid,n,debt_consolidation,consolidate,985xx,WA,11.6,0,May-96,0,,,10,0,21609,84.6,33,f,0,0,28978.67895,28978.68,24000,4978.68,0,0,0,Jan-15,819.13,Jan-16,INDIVIDUAL
1067283,1301654,12000,12000,12000, 36 months,10.65,390.88,B,B2,PURE FLO WATER COMPANY,5 years,RENT,60000,Not Verified,Dec-11,Fully Paid,n,credit_card,CREDIT CARD PAYOFF,920xx,CA,10.84,0,Jun-02,1,,,12,0,11849,48.8,18,f,0,0,14070.39864,14070.4,12000,2070.4,0,0,0,Jan-15,396.1,Jan-16,INDIVIDUAL
1067266,1301634,8400,8400,8150, 60 months,16.77,207.73,D,D2,City of new york,5 years,RENT,87996,Not Verified,Dec-11,Current,n,major_purchase,Ring,113xx,NY,11.35,0,Sep-03,0,,,8,0,9551,80.3,13,f,2295.64,2227.76,9940.54,9643.84,6104.36,3836.18,0,0,0,Dec-15,207.73,Jan-16,INDIVIDUAL
1066635,1300826,28000,28000,27975, 60 months,17.58,704.64,D,D4,Cisco Systems Inc.,5 years,MORTGAGE,140000,Verified,Dec-11,Fully Paid,n,home_improvement,"70%Attached room,30%cc-loanconsolidation",275xx,NC,12.07,0,Jul-06,1,,,13,0,2686,13.4,24,f,0,0,28411.15,28385.78,28000,411.15,0,0,0,Jan-12,28412.43,Jan-12,INDIVIDUAL
1067026,1301392,14000,14000,14000, 36 months,6.62,429.86,A,A2,US Air Force,10+ years,RENT,66000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Pay off debt,236xx,VA,11.15,0,Sep-99,1,,,7,0,12095,35.4,46,f,0,0,15450.08422,15450.08,14000,1450.08,0,0,0,Sep-14,2133.17,Aug-14,INDIVIDUAL
1067038,1301405,12000,12000,12000, 36 months,14.27,411.71,C,C2,Corning Inc.,8 years,MORTGAGE,70000,Not Verified,Dec-11,Charged Off,n,other,Debt Consolidation Loan,148xx,NY,8.4,0,Aug-05,1,,,7,0,11546,86.2,12,f,0,0,4241.16,4241.16,2534.26,1163.48,0,543.42,5.32,Oct-12,411.71,Feb-13,INDIVIDUAL
1067030,1301397,25000,25000,25000, 36 months,11.71,826.9,B,B3,UPS,10+ years,MORTGAGE,100000,Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,028xx,RI,6.88,0,Dec-86,1,,,8,0,21128,89.1,18,f,0,0,29277.57384,29277.57,25000,4277.57,0,0,0,Sep-14,1122.55,Aug-14,INDIVIDUAL
1065350,1299445,9000,9000,9000, 36 months,12.69,301.91,B,B5,Gilbert Express,5 years,RENT,50000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,115xx,NY,17.81,0,Dec-01,1,,,13,0,12752,55.4,21,f,0,0,10867.20998,10867.21,9000,1867.21,0,0,0,Jan-15,306.11,Sep-15,INDIVIDUAL
1067028,1301395,13250,13250,13250, 36 months,10.65,431.6,B,B2,Talbert House,4 years,RENT,35000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,450xx,OH,24.93,0,Oct-02,2,,,11,0,13392,58.7,25,f,0,0,15535.93186,15535.93,13250,2285.93,0,0,0,Jan-15,437.68,Jan-16,INDIVIDUAL
1061877,1293509,20000,20000,20000, 36 months,13.49,678.61,C,C1,,6 years,RENT,75000,Verified,Dec-11,Fully Paid,n,debt_consolidation,LC Loan,921xx,CA,22.38,0,Nov-98,1,,,7,0,19548,90.8,17,f,0,0,23861.58,23861.58,20000,3861.58,0,0,0,Jan-14,8269.74,Jan-16,INDIVIDUAL
1067018,1301384,3000,3000,3000, 36 months,14.65,103.49,C,C3,Kohls Corporation,5 years,RENT,71000,Verified,Dec-11,Fully Paid,n,medical,Medical,532xx,WI,21.84,0,Nov-03,1,59,,4,0,15072,88.7,14,f,0,0,3723.936325,3723.94,3000,723.94,0,0,0,Jan-15,107.29,Jan-16,INDIVIDUAL
1067223,1301585,7350,7350,7350, 36 months,10.65,239.42,B,B2,"Hospice Peachtree, LLC",10+ years,MORTGAGE,48000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt consolidation,729xx,AR,11.93,0,Feb-06,0,,,5,0,15587,77.5,5,f,0,0,8616.33002,8616.33,7350,1266.33,0,0,0,Jan-15,249.88,Jan-16,INDIVIDUAL
1067004,1301365,11500,11500,11500, 36 months,15.27,400.18,C,C4,Merks Bar and Grill,5 years,RENT,36000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt consolidation,321xx,FL,21.1,0,Aug-98,1,54,,7,0,8969,76.7,14,f,0,0,14400.49925,14400.5,11500,2900.5,0,0,0,Jan-15,416.2,Jun-15,INDIVIDUAL
1031265,1260676,13650,13650,13650, 36 months,12.42,456.12,B,B4,ITT Aerospace Controls,10+ years,MORTGAGE,86000,Not Verified,Dec-11,Charged Off,n,debt_consolidation,Debt Consolidation,913xx,CA,12.29,0,May-94,1,,,12,0,16140,73.4,34,f,0,0,8203.29,8203.29,5810.73,1931.92,0,460.64,4.64,May-13,456.12,Oct-13,INDIVIDUAL
1066835,1301027,10500,10500,10500, 36 months,16.29,370.66,D,D1,Butte Community College,3 years,RENT,30000,Source Verified,Dec-11,Charged Off,n,debt_consolidation,Personal,959xx,CA,15,0,Nov-07,1,,,7,0,5379,55.5,8,f,0,0,2222.16,2222.16,1414.89,807.27,0,0,0,Jul-12,370.66,Jan-16,INDIVIDUAL
1067181,1301536,12000,12000,11975, 36 months,9.91,386.7,B,B1,Deloitte Tax LLP,2 years,RENT,60000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt consolidation,941xx,CA,15.5,0,Jun-03,0,,,7,0,12168,85.7,21,f,0,0,13919.41387,13890.44,12000,1919.41,0,0,0,Jan-15,395.05,Dec-14,INDIVIDUAL
1067179,1301534,6000,6000,6000, 36 months,8.9,190.52,A,A5,BMW,3 years,RENT,34000,Not Verified,Dec-11,Fully Paid,n,credit_card,US Bank Full,432xx,OH,14.51,0,Nov-04,2,,,9,0,13683,64.8,16,f,0,0,6857.261151,6857.26,6000,857.26,0,0,0,Jan-15,198.16,Dec-14,INDIVIDUAL
1067172,1301527,11500,11500,11500, 36 months,15.27,400.18,C,C4,Eel River Brewing Co.,10+ years,MORTGAGE,44200,Verified,Dec-11,Fully Paid,n,credit_card,Credit Card,955xx,CA,21.69,0,Aug-04,1,,,9,0,13147,90,11,f,0,0,13598.01,13598.01,11500,2098.01,0,0,0,Jul-13,6821.51,Jan-16,INDIVIDUAL
1066712,1301115,7000,7000,7000, 36 months,12.42,233.91,B,B4,johns hopkins hospital,7 years,MORTGAGE,82000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,217xx,MD,12,0,Jun-02,1,79,,6,0,25334,71.6,31,f,0,0,8290.73,8290.73,7000,1290.73,0,0,0,Feb-14,2454.29,Jan-16,INDIVIDUAL
1066706,1300906,29500,29500,28513.45925, 60 months,20.3,786.51,E,E5,United States DHS,6 years,MORTGAGE,83000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,debt consolidation ,880xx,NM,20.93,0,Dec-90,0,,,12,0,22087,89.8,35,f,0,0,45755.22998,43294.39,29500,16255.23,0,0,0,Oct-15,9781.44,Jan-16,INDIVIDUAL
1066836,1301028,2000,2000,2000, 36 months,15.27,69.6,C,C4,The University of Texas,2 years,RENT,41000,Verified,Dec-11,Fully Paid,n,moving,moving,770xx,TX,17.74,0,Jun-04,1,,,7,0,18115,96.4,11,f,0,0,2520.4,2520.4,2000,505.4,15,0,0,Jan-15,15.88,Jan-16,INDIVIDUAL
1066826,1301015,11625,11625,11625, 36 months,13.49,394.45,C,C1,USD 362,< 1 year,MORTGAGE,36000,Source Verified,Dec-11,Fully Paid,n,credit_card,CC Debt,660xx,KS,19.33,0,Feb-93,1,,,17,0,19979,84.7,31,f,0,0,14196.26824,14196.27,11625,2571.27,0,0,0,Jan-15,406.12,Jan-16,INDIVIDUAL
1063280,1295793,15075,15075,15075, 36 months,14.27,517.21,C,C2,JPMorgan Chase Bank,10+ years,RENT,35000,Verified,Dec-11,Charged Off,n,debt_consolidation,Debt Consolidation Loan,770xx,TX,20.16,0,Aug-00,1,,,7,0,10570,89.6,14,f,0,0,15502.77,15502.77,11609.04,3374.45,0,519.28,5.036800002,Jun-14,517.21,Oct-14,INDIVIDUAL
1057447,1289006,5300,5300,5300, 36 months,15.27,184.43,C,C4,Windsor Marketing Group,1 year,RENT,30000,Verified,Dec-11,Fully Paid,n,credit_card,Consolidate Closed Credit Accounts,062xx,CT,24.88,0,Jun-05,2,,,11,0,7855,82.7,13,f,0,0,6622.546709,6622.55,5300,1322.55,0,0,0,Oct-14,741.85,Jan-16,INDIVIDUAL
1040867,1270873,8200,8200,8200, 36 months,6.62,251.77,A,A2,new view gifts & accessories,< 1 year,RENT,40000,Source Verified,Dec-11,Fully Paid,n,home_improvement,remodel,193xx,PA,11.1,0,Oct-00,1,,,7,0,2573,25.5,11,f,0,0,9062.49784,9062.5,8200,862.5,0,0,0,Jan-15,260.69,Jan-16,INDIVIDUAL
1065232,1299103,12000,12000,12000, 36 months,12.42,400.99,B,B4,Sigma Relocation Group,9 years,MORTGAGE,105000,Not Verified,Dec-11,Fully Paid,n,credit_card,Credit Card Consolidation,750xx,TX,13.98,0,Nov-91,1,65,,10,0,11243,75,25,f,0,0,14431.97856,14431.98,12000,2431.98,0,0,0,Jan-15,413.19,Dec-15,INDIVIDUAL
1052492,1284024,8650,8650,8650, 36 months,14.27,296.78,C,C2,Best buy,4 years,MORTGAGE,45000,Source Verified,Dec-11,Fully Paid,n,credit_card,Credit card payoff ,335xx,FL,7.6,0,May-05,2,44,,14,0,6602,58.9,23,f,0,0,10678.68477,10678.68,8650,2028.68,0,0,0,Jan-15,312.44,Dec-14,INDIVIDUAL
1066664,1300858,21000,11800,11500, 60 months,17.27,294.98,D,D3,New Jersey Institute Of Technology (NJIT,10+ years,MORTGAGE,109000,Verified,Dec-11,Current,n,debt_consolidation,Debt Consolidation,070xx,NJ,7.75,0,Dec-73,0,,,9,0,25435,50.3,16,f,3250.78,3168.42,14117.18,13757.71,8549.22,5567.96,0,0,0,Dec-15,294.98,Jan-16,INDIVIDUAL
1066659,1300852,16000,16000,16000, 60 months,17.27,399.97,D,D3,JP Morgan Chase Bank,2 years,RENT,50000,Source Verified,Dec-11,Current,n,debt_consolidation,Debt Consolidation,761xx,TX,11.04,0,May-01,0,64,,10,0,15788,42.2,16,f,4386.9,4386.9,19183.22,19183.22,11613.1,7570.12,0,0,0,Dec-15,399.97,Jan-16,INDIVIDUAL
1066763,1300945,12000,12000,11975, 36 months,12.42,400.99,B,B4,PricewaterhouseCoopers,2 years,RENT,83000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,941xx,CA,11.81,0,Aug-01,2,52,,14,0,16550,51.1,61,f,0,0,14432.31018,14402.27,12000,2432.31,0,0,0,Jan-15,411.96,Jan-16,INDIVIDUAL
1066798,1300982,9500,9500,9500, 36 months,12.69,318.68,B,B5,San Diego Unified School District,< 1 year,MORTGAGE,52500,Source Verified,Dec-11,Charged Off,n,moving,Moved to California,921xx,CA,23.54,0,Jul-99,2,,,14,0,23729,75.3,42,f,0,0,7002.16,7002.16,5366.65,1635.51,0,0,0,Nov-13,318.68,Jan-16,INDIVIDUAL
1066639,1300831,7400,7400,7400, 36 months,13.49,251.09,C,C1,RMS/iQor,< 1 year,OWN,25000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,consolihappydaytion,857xx,AZ,8.45,0,Mar-90,0,,,5,0,5199,92.8,13,f,0,0,9037.69568,9037.7,7400,1637.7,0,0,0,Jan-15,255.3,Dec-15,INDIVIDUAL
1066633,1300823,14400,14400,14400, 36 months,13.49,488.6,C,C1,big m inc,10+ years,MORTGAGE,60000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,debt cosolidate,334xx,FL,16.92,0,Mar-96,1,57,,15,0,23317,65,26,f,0,0,15453.51,15453.51,14400,1053.51,0,0,0,Aug-12,12526.96,Nov-15,INDIVIDUAL
1060644,1292408,24250,18100,18075, 60 months,23.91,519.76,G,G4,"MAll SPE, LLC",7 years,MORTGAGE,120000,Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,850xx,AZ,12.96,0,Apr-00,3,,,7,0,31992,99,20,f,0,0,22188.25,22157.63,18100,4088.25,0,0,0,Dec-12,16499.75,Sep-14,INDIVIDUAL
1066766,1300949,7200,7200,7200, 36 months,7.9,225.29,A,A4,"St. Mary's Health Care System, Inc.",3 years,RENT,68000,Source Verified,Dec-11,Charged Off,n,debt_consolidation,Bank of America Pay-Off Loan,306xx,GA,7.98,0,Jan-02,0,,,5,0,8783,82.9,14,f,0,0,7730.87,7730.87,6744.17,907.62,14.97905838,64.1,11.538,Nov-14,225.29,Apr-15,INDIVIDUAL
1066613,1300801,26000,26000,25975, 60 months,16.77,642.96,D,D2,PepsiCo,10+ years,MORTGAGE,53000,Verified,Dec-11,Charged Off,n,home_improvement,Home Improvement,271xx,NC,11.77,0,Sep-98,1,,,5,0,7560,72.7,14,f,0,0,9622.45,9613.3,3946.3,4391.9,0,1284.25,12.27,Feb-13,642.96,Jun-13,INDIVIDUAL
1065648,1299754,7000,7000,6975, 60 months,11.71,154.69,B,B3,WA State vDSHS,6 years,MORTGAGE,69600,Verified,Dec-11,Charged Off,n,credit_card,Debt consolidation,981xx,WA,26.22,0,Oct-79,0,,,10,0,45449,90.9,23,f,0,0,6126.24,6104.36,3452.36,1790.2,0,883.68,156.0204,Oct-14,154.69,Jan-15,INDIVIDUAL
1066768,1300951,4000,4000,4000, 36 months,7.51,124.45,A,A3,Vibrato Grill Jazz etc...,< 1 year,RENT,65000,Source Verified,Dec-11,Fully Paid,n,major_purchase,Boat Loan,902xx,CA,18.17,0,Oct-02,0,,,10,0,10032,50.7,24,f,0,0,4182.25,4182.25,4000,182.25,0,0,0,Aug-12,3313.87,Jan-16,INDIVIDUAL
1066617,1300806,1500,1500,1500, 36 months,17.27,53.69,D,D3,Walt Disney Co.,10+ years,MORTGAGE,144000,Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt consol,900xx,CA,8.23,1,Dec-96,0,14,,6,0,14186,97.8,14,f,0,0,1521.6,1521.6,1500,21.6,0,0,0,Feb-12,1521.89,Feb-12,INDIVIDUAL
1062015,1293857,19600,19600,19600, 36 months,12.42,654.94,B,B4,Ajel Technologies Inc,2 years,RENT,75000,Verified,Dec-11,Fully Paid,n,credit_card,Personnel Loan,142xx,NY,11.62,0,Sep-06,0,,,8,0,20355,50.1,12,f,0,0,21993.62,21993.62,19600,2393.62,0,0,0,Feb-13,13491.06,Jan-16,INDIVIDUAL
1066598,1300783,2500,2500,2500, 36 months,11.71,82.69,B,B3,Bioscreen Clinical Servicesa,7 years,MORTGAGE,29000,Verified,Dec-11,Fully Paid,n,debt_consolidation,debt,850xx,AZ,18.7,0,Sep-05,0,63,,5,0,2668,66.7,13,f,0,0,2894.74,2894.74,2500,394.74,0,0,0,Nov-13,1168.5,Jan-16,INDIVIDUAL
1066503,1300476,10000,10000,10000, 36 months,12.69,335.45,B,B5,nor cal beverage,2 years,RENT,70000,Not Verified,Dec-11,Charged Off,n,credit_card,credit cards,956xx,CA,2.69,0,Oct-00,0,,,5,0,6035,70.2,6,f,0,0,6351.59,6351.59,4513.35,1505.13,0,333.11,3.1464,Jul-13,335.45,Dec-13,INDIVIDUAL
1066530,1300506,10000,10000,10000, 36 months,6.62,307.04,A,A2,penske logistics,5 years,RENT,45000,Not Verified,Dec-11,Fully Paid,n,credit_card,Credit Card,441xx,OH,26.85,0,Jun-81,0,,,15,0,10133,70.4,40,f,0,0,11051.5238,11051.52,10000,1051.52,0,0,0,Jan-15,319.94,Dec-14,INDIVIDUAL
1066520,1300495,4225,4225,4225, 36 months,12.42,141.18,B,B4,King County Sheriffs Office,5 years,MORTGAGE,55200,Not Verified,Dec-11,Fully Paid,n,other,Other,983xx,WA,17.61,0,Dec-02,1,,,6,0,4055,73.7,12,f,0,0,5081.022961,5081.02,4225,856.02,0,0,0,Jan-15,146.48,Dec-14,INDIVIDUAL
1065929,1300072,3500,3500,3500, 36 months,7.9,109.52,A,A4,impax laboratory,7 years,MORTGAGE,61440,Not Verified,Dec-11,Fully Paid,n,vacation,extra cash for vacation,945xx,CA,6.46,1,Jan-97,0,9,,6,0,15472,55.5,19,f,0,0,3942.078528,3942.08,3500,442.08,0,0,0,Jan-15,3.62,Jan-16,INDIVIDUAL
1066582,1300766,12000,12000,12000, 36 months,6.62,368.45,A,A2,maroone chevrolet of west dade,10+ years,MORTGAGE,56000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,330xx,FL,13.65,0,May-00,0,,,7,0,9873,80.3,21,f,0,0,13262.20515,13262.21,12000,1262.21,0,0,0,Jan-15,381.02,Jan-15,INDIVIDUAL
1066348,1300722,16500,16500,16500, 36 months,8.9,523.93,A,A5,CH Robinson,< 1 year,RENT,47000,Source Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt Consolidation,604xx,IL,9.06,0,Mar-01,1,,,6,0,13917,38.8,24,f,0,0,18856.75782,18856.76,16500,2356.76,0,0,0,Dec-14,1053.02,Jan-16,INDIVIDUAL
1061430,1293224,22000,22000,21975, 60 months,21.67,603.5,F,F3,Oxyheal health group,< 1 year,RENT,55000,Verified,Dec-11,Fully Paid,n,debt_consolidation,Debt consolidation ,985xx,WA,15.62,0,Apr-01,1,,,9,0,20154,79.4,27,f,0,0,25023.2,24994.78,22000.01,3023.19,0,0,0,Nov-13,407.7,Oct-13,INDIVIDUAL
1061519,1293522,12000,12000,12000, 36 months,14.65,413.94,C,C3,Social Security Administration - ODAR,1 year,RENT,71000,Verified,Dec-11,Fully Paid,n,credit_card,CREDIT CARD CONSOLIDATION,672xx,KS,14.87,0,Jun-99,2,,,15,0,17972,71,38,f,0,0,12430.36,12430.36,12000,430.36,0,0,0,Mar-12,11605.56,Jan-16,INDIVIDUAL
1066344,1300716,15600,15600,15600, 60 months,12.69,352.48,B,B5,corbett industries,10+ years,RENT,50000,Source Verified,Dec-11,Current,n,vacation,vacation loan,109xx,NY,5.78,0,Jun-03,1,,,8,0,8079,35.7,11,f,3968.14,3968.14,16894.08,16894.08,11631.87,5262.21,0,0,0,Jan-16,352.48,Jan-16,INDIVIDUAL
1066480,1300453,10800,10800,10800, 36 months,12.42,360.89,B,B4,Hillstone Restaurant Group,8 years,RENT,135000,Verified,Dec-11,Fully Paid,n,credit_card,Paying off Credit Cards,917xx,CA,12.12,0,Oct-02,0,,,14,0,18467,74.5,23,f,0,0,13004.14287,13004.14,10800,2204.14,0,0,0,Jan-15,372.99,Jan-15,INDIVIDUAL
1066471,1300438,14000,14000,14000, 36 months,12.42,467.82,B,B4,CIty of Alpharetta,10+ years,MORTGAGE,63000,Not Verified,Dec-11,Fully Paid,n,credit_card,Credit Card Refi 2011,300xx,GA,7.35,0,Nov-93,0,,,5,0,17212,97.8,19,f,0,0,16789.07137,16789.07,14000,2789.07,0,0,0,Sep-14,2309.01,Sep-14,INDIVIDUAL
1064063,1296651,18825,18825,18800, 60 months,17.58,473.75,D,D4,executive plaza,4 years,MORTGAGE,44000,Verified,Dec-11,Current,n,debt_consolidation,Debt Consolidation,113xx,NY,24.98,0,Jan-00,0,65,,9,0,14092,93.2,20,f,5199.06,5192.07,22698.14,22668.18,13625.93,9072.21,0,0,0,Dec-15,473.75,Jan-16,INDIVIDUAL
1066318,1300689,6000,6000,6000, 36 months,13.49,203.59,C,C1,,5 years,MORTGAGE,50000,Not Verified,Dec-11,Fully Paid,n,debt_consolidation,Consolidation loan,880xx,NM,15.58,0,May-03,1,49,,8,0,7361,83.6,14,f,0,0,7325.298968,7325.3,6000,1325.3,0,0,0,Jan-15,215.51,Jan-16,INDIVIDUAL
